以下、名無しにかわりましてVIPがお送りします<><>2008/08/24(日) 13:48:35.36 ID:xz/r8ac30<> ヒグチ <br> ２１歳 大学四年 <br> 就職決まるも留年が決まってる <br>  <br> 埼玉から屋久島まで自転車で旅をしています。 <br>  <br> 今は鹿児島県の鹿児島にいます。 <br>  <br> 大阪で病に倒れ、その後は避難所でやっておりました。色々心配をお掛け致しまして申し訳ありませんでした。 <br>  <br> というわけで、応援してくれよなw <br> 誰でもうぇるかもw <>埼玉から屋久島まで自転車で旅してくる　鹿児島篇
愛のかぁびぃ </b>◆Kirby..wFo <b><><>2008/08/24(日) 13:49:53.62 ID:+toRHMBz0 BE:584380883-PLT(24745)<> チクビ <br>  <br> に見えた <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/24(日) 13:51:58.81 ID:vEUKakan0<> 落ちてんじゃねーかｗｗｗｗ <br>  <br> 保守入れるわｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/24(日) 13:52:53.52 ID:4PRHchRDO<> 鹿児島のどこ？ <br> いつ屋久島にいくの？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/24(日) 13:53:00.40 ID:xz/r8ac30<> 3日落ちだよ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 15:44:28.51 ID:mCXgwrpTO<> まあほら、野宿もありじゃないかｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:45:55.75 ID:ijlNdzL10<> <a href="../test/read.cgi/news4vip/1219553315/189" target="_blank">&gt;&gt;189</a>の宿がネット上で見当たらない… <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:56:24.06 ID:yL4tO0KG0<> ｱﾎﾞﾊﾞｰ＼(＾o＾)／ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:58:20.44 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/267" target="_blank">&gt;&gt;267</a> <br> キャンプ場もあるしｗｗｗ <br>  <br> やっぱり寝袋渡しておくべきだったｗ <>
どどんまい </b>◆Dodonmai32 <b><><>2008/08/25(月) 16:01:42.86 ID:j52fk6t8O<> <a href="../test/read.cgi/news4vip/1219553315/268" target="_blank">&gt;&gt;268</a> <br> そんなバカな！ <br> 『屋久島 ビジネスホテル』 <br> でも見つからない？ <br>  ヽ（´・∀・｀）ノ <br>  　　　 くく <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 16:04:24.27 ID:ijlNdzL10<> <a href="../test/read.cgi/news4vip/1219553315/271" target="_blank">&gt;&gt;271</a> <br> ないぜ、これじゃあｸﾞﾚｰﾁﾝｸﾞ渡せねぇな。 <br> 愛子って名前の焼酎はたくさんﾋｯﾄする。 <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 16:08:31.74 ID:mCXgwrpTO<> 最近のブームは金融機関の前で寝ることですｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 16:12:35.91 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/273" target="_blank">&gt;&gt;273</a> <br> お前だけｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 16:29:45.61 ID:yL4tO0KG0<> ｱﾎﾞﾊﾞｰ＼(＾o＾)／ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 16:40:54.74 ID:yL4tO0KG0<> ｱﾎﾞﾊﾞｰ＼(＾o＾)／ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 16:41:16.63 ID:tID9g9+zO<> 中野美奈子ホシュ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 16:42:00.48 ID:Z6YN661W0<> ヒグチ～ <br> 宿見つかったか？ｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 16:47:27.98 ID:bglT5j5cO<> 新垣結衣 <>
どどんまい </b>◆Dodonmai32 <b><><>2008/08/25(月) 16:48:51.55 ID:j52fk6t8O<> <a href="../test/read.cgi/news4vip/1219553315/272" target="_blank">&gt;&gt;272</a> <br> そんな・・・ <br>  ヽ（´・∀・｀）ノ <br>  　　　 くく <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 16:57:21.69 ID:ijlNdzL10<> <a href="../test/read.cgi/news4vip/1219553315/280" target="_blank">&gt;&gt;280</a> <br> 空港の側？ <>
どどんまい </b>◆Dodonmai32 <b><><>2008/08/25(月) 17:05:03.08 ID:j52fk6t8O<> <a href="../test/read.cgi/news4vip/1219553315/281" target="_blank">&gt;&gt;281</a> <br> そうそう！ <br> フェリーから下りて空港側に走っていったら左側にあったはずなんだけどな <br> (´・ω・`) <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:08:13.50 ID:ijlNdzL10<> <a href="../test/read.cgi/news4vip/1219553315/282" target="_blank">&gt;&gt;282</a> <br> これか？ <br> ttp://www18.ocn.ne.jp/~yakumegu/megumi.jpg <>
どどんまい </b>◆Dodonmai32 <b><><>2008/08/25(月) 17:14:00.71 ID:j52fk6t8O<> <a href="../test/read.cgi/news4vip/1219553315/283" target="_blank">&gt;&gt;283</a> <br> 違う <br> (´・ω・`) <br>  <br> 白い建物に､でかく愛子って書いてあったはずなんだけど <br> 名前変わったのかな？ <br> (´・ω・`) <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:15:47.02 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/284" target="_blank">&gt;&gt;284</a> <br> 今からトッピーで行って画像うｐ <>
どどんまい </b>◆Dodonmai32 <b><><>2008/08/25(月) 17:18:09.70 ID:j52fk6t8O<> <a href="../test/read.cgi/news4vip/1219553315/285" target="_blank">&gt;&gt;285</a> <br> ムリッスよｗ <br> っていうか、ヒグチは田舎浜には行っただろうか？ <br>  ヽ（´・∀・｀）ノ <br>  　　　 くく <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:25:25.02 ID:yL4tO0KG0<> ｱﾎﾞﾊﾞｰ＼(＾o＾)／ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:29:32.23 ID:tID9g9+zO<> 中島美嘉ホシュ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:30:44.86 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/286" target="_blank">&gt;&gt;286</a> <br> 亀みたいとか言ってたから行くかもなｗ <br> まぁ適当人なんでどうなるか分からんがｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:40:32.38 ID:ijlNdzL10<> <a href="../test/read.cgi/news4vip/1219553315/284" target="_blank">&gt;&gt;284</a> <br> ダメだ。見当たらない。諦めた。ごめん。 <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 17:42:51.27 ID:mCXgwrpTO<> 今日は野宿！ <br> 明日は縄文杉みて、宿に泊まるよｗ <br>  <br> 今、安房で26歳の一人旅のおねーさんと飯食ってるぜｗｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:44:20.16 ID:ijlNdzL10<> &gt;291 <br> ( ﾟдﾟ) <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:44:32.18 ID:joRSGkdW0<> フラグか？ <br> フラグは立ったのか？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:46:11.65 ID:tID9g9+zO<> <a href="../test/read.cgi/news4vip/1219553315/291" target="_blank">&gt;&gt;291</a> <br> 中野美奈子と？ <>
どどんまい </b>◆Dodonmai32 <b><><>2008/08/25(月) 17:46:38.52 ID:j52fk6t8O<> <a href="../test/read.cgi/news4vip/1219553315/290" target="_blank">&gt;&gt;290</a> <br> そうか <br> (´・ω・`) <br>  <br> いいんだ、なんか、かえってありがとう <br>  ヽ（´・∀・｀）ノ <br>  　　　 くく <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:47:37.02 ID:ijlNdzL10<> <a href="../test/read.cgi/news4vip/1219553315/295" target="_blank">&gt;&gt;295</a> <br> 約束のｸﾞﾚｰﾁﾝｸﾞだ、持って帰りな <br> っ囲 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:48:56.17 ID:JpsdPbCJ0<> <a href="../test/read.cgi/news4vip/1219553315/291" target="_blank">&gt;&gt;291</a> <br> お姉さんのことｋｗｓｋ！！！！！！！ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:49:23.15 ID:e7j2Lw5m0<> おねーさんと一緒に泊まりなよｗｗｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:49:42.74 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/291" target="_blank">&gt;&gt;291</a> <br> な、なんとｗｗｗ <br>  <br> 分かってるな！姉さんうｐ <>
どどんまい </b>◆Dodonmai32 <b><><>2008/08/25(月) 17:49:44.49 ID:j52fk6t8O<> <a href="../test/read.cgi/news4vip/1219553315/296" target="_blank">&gt;&gt;296</a> <br> 　　　　　　　　　囲 <br>  ヽ（´・∀・｀）ノ <br>  　　　 くく <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:50:10.29 ID:JpsdPbCJ0<> お姉さんにチュー汁！！！！！ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:51:47.50 ID:YqzL0M7p0<> <a href="../test/read.cgi/news4vip/1219553315/291" target="_blank">&gt;&gt;291</a> <br> うｐ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:53:15.19 ID:2gWtv+LP0<> 携帯いじいじすんな！　あとでいいから、うｐよろしく。 <br> 性交を祈る。 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:56:11.69 ID:e7j2Lw5m0<> そうだ、旅は女を軽くする！ｗｗｗ <>
どどんまい </b>◆Dodonmai32 <b><><>2008/08/25(月) 17:58:32.56 ID:j52fk6t8O<> 旅での出会いって・・・ <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> いいな <br>  ヽ（´・∀・｀）ノ <br>  　　　 くく <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 17:58:39.88 ID:e9P8mthl0<> お姉さんにち○こを見せてｗ <br> 「俺の縄文杉を触ってごらん」って逝け <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 18:03:22.58 ID:6svgWxdX0<> <a href="../test/read.cgi/news4vip/1219553315/306" target="_blank">&gt;&gt;306</a> <br> おねえさん「わぁ！つくしって、春だけだと思ってたぁ」 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 18:04:42.97 ID:dYgU73Ql0<> なんだよｗ俺の紅茶返せｗｗｗ <>
どどんまい </b>◆Dodonmai32 <b><><>2008/08/25(月) 18:06:50.68 ID:j52fk6t8O<> <a href="../test/read.cgi/news4vip/1219553315/306" target="_blank">&gt;&gt;306</a> <br> ＼わぁ～すごく大きい／ <br>  ヽ（´・∀・｀）ノ <br>  　　　 くく <br>  <br>  <br> じゃ、ヒグチ頑張れ <br> 俺はゲームをする <br> ノシ <>
以下、名無しにかわりましてVIPがお送りします<>焼肉王子@高負荷テス㌧中<>2008/08/25(月) 18:18:06.43 ID:nDk4XPp+0<> ⊂（＾肉＾）⊃ｾﾌｾﾌ!!  <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 18:21:26.52 ID:dYgU73Ql0<> 屋久島の温泉は混浴温泉が多いぞｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 18:27:34.46 ID:EeOb6TTm0<> <a href="../test/read.cgi/news4vip/1219553315/311" target="_blank">&gt;&gt;311</a> <br> これはもう温泉をうｐるしかないな <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/25(月) 18:27:58.79 ID:NhMABttK0<> 最期の最期でフラグ来るのかw <br> wktk <>
以下、名無しにかわりましてVIPがお送りします<>焼肉王子<>2008/08/25(月) 18:34:25.22 ID:KYp8hC2c0<> ⊂（＾肉＾）⊃ｾﾌｾﾌ!!  <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 18:37:34.57 ID:dYgU73Ql0<> さりげに誘ったら混浴おｋになんじゃね？ <br> 場所貼っとくか？ｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<>age<>2008/08/25(月) 18:40:08.53 ID:SuaJLQ8o0<> そして、ヒグチからの連絡は途絶えた・・・ <br> 誰か蛇しるーーーーー！！ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 18:42:35.64 ID:NhMABttK0<> 屋久島で蛇とかいないだろwww <>
以下、名無しにかわりましてVIPがお送りします<>焼肉王子<>2008/08/25(月) 18:49:34.49 ID:KYp8hC2c0<> ⊂（＾肉＾）⊃ｾﾌｾﾌ!!  <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 18:52:48.58 ID:Z6YN661W0<> ヒグチ～ <br>  <br> 飯の後どうなった？ｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 18:54:51.27 ID:joRSGkdW0<> 食ってるのは飯だけかーーー？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 18:59:05.70 ID:Z6YN661W0<> 野宿じゃなくて女宿ですね。 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:00:09.56 ID:9OyDqOO0O<> ヒグチが～ <br> ハブ取り名人に～(性的な意味の) <br> 出会ったぁ～ <br>  <br>  <br> 世界ウルルン滞在記風に <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:04:42.49 ID:e7j2Lw5m0<> くどくのにそれどこじゃないらすぃｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:07:03.50 ID:xG3JjYbQO<> 鹿児島VIPPERってやっぱり少ないのか？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:07:15.46 ID:dH+MRwD0O<> 今北産業 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:08:06.31 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/323" target="_blank">&gt;&gt;323</a> <br> 姉さんにくどかれてたら尚更腹が立つなw <br> そうだとしたら復路は支援無しｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:11:45.02 ID:dYgU73Ql0<> <a href="../test/read.cgi/news4vip/1219553315/325" target="_blank">&gt;&gt;325</a> <br> 屋久島到着 <br> 今夜は野宿 <br> 一人旅のお姉さんと飯食った後･･･賢者タイム中？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:13:16.42 ID:Z6YN661W0<> 今までのスレ放置の中で一番気になり腹が立つのは何故だ？ｗ <>
以下、名無しにかわりましてVIPがお送りします<>焼肉王子<>2008/08/25(月) 19:19:54.69 ID:KYp8hC2c0<> ⊂（＾肉＾）⊃ｾﾌｾﾌ!!  <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:25:56.36 ID:NhMABttK0<> うまくいったらいったで住人に叩かれそうだなw <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:27:22.76 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/330" target="_blank">&gt;&gt;330</a> <br> うまくいったら許さんｗｗｗ <>
モナ～ </b>◆hTI2OCKj0k <b><><>2008/08/25(月) 19:32:13.61 ID:iVs1kOXX0<> 今ヒグチいないみたいだな･･･家に帰ってきたら屋久島についててびっくりだｗ <br> こっそりお祝いするよ。屋久島到着おめでとう！！！ <br> 明日は屋久杉の写真を撮りに行くよね。屋久島満喫していってね！ <br> 今日は本当におめでとう！！！！！！ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:38:48.74 ID:yL4tO0KG0<> ｱﾎﾞﾊﾞｰ＼(＾o＾)／ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:44:24.34 ID:dYgU73Ql0<> <a href="../test/read.cgi/news4vip/1219553315/332" target="_blank">&gt;&gt;332</a> <br> うはｗｗｗｗモナーｗｗｗｗｗｗｗ <br> 一緒に成り行き楽しもーぜーｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:49:47.20 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/332" target="_blank">&gt;&gt;332</a> <br> モナ～も屋久島に来いｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:51:05.03 ID:tID9g9+zO<> 中田有紀ホシュ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 19:54:09.08 ID:mCXgwrpTO<> <a href="../test/read.cgi/news4vip/1219553315/332" target="_blank">&gt;&gt;332</a> <br> やぁ！ <br> モナー、ついにやったよ！ <br> 九州で出会ったのが、ちょっと前だと思えるくらいにあっという間に、屋久島についたよ！ <br> 明日は屋久杉に凸してくるぜ。 <br> ありがとね！ <br>  <br> おねーさんはうぷできないが、神展開もないけど、まだ一緒にいる！ <br> 今日は野宿だｗｗｗｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:55:59.95 ID:2gWtv+LP0<> ここにもモナ～～～みんなで小倉城だったよね。ヒグチは今ｺｿｺｿ。まーまー＾＾ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 19:59:42.71 ID:tID9g9+zO<> <a href="../test/read.cgi/news4vip/1219553315/337" target="_blank">&gt;&gt;337</a> <br> 中野美奈子と？ <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/25(月) 20:00:17.11 ID:aJMaMhCp0<> <a href="../test/read.cgi/news4vip/1219553315/337" target="_blank">&gt;&gt;337</a> <br> お姉さんと野宿か？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:00:48.53 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/337" target="_blank">&gt;&gt;337</a> <br> 何でまだ一緒にいるんだよｗｗｗ <br> 詳細報告希望ｗｗｗ <>
朴村天一(笑) </b>◆zcNjAg4Me. <b><><>2008/08/25(月) 20:01:59.08 ID:GAB3SKN9O<> 遅れたけど、ヒグチさんも屋久島到着おめでとうございます!! <br> 僕らも一緒に走れて良かったです!! <br> 是非屋久島を堪能して下さいｗｗ  <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/25(月) 20:02:10.38 ID:tgGiXAe/0<> <a href="../test/read.cgi/news4vip/1219553315/337" target="_blank">&gt;&gt;337</a>青カンフラグですね！ <br> モロチ・・モチロン分かっていますよｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:03:31.83 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/342" target="_blank">&gt;&gt;342</a> <br> 相変わらず沖縄ハブのパワー凄えなｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:05:48.76 ID:e7j2Lw5m0<> おいおい、2時間半以上も一緒にいてくれるねえさんってなにものよ～ <br> 完全に気があるとしか思えん！ｗｗｗ <br>  <br> 普通ならとうに別れて、宿に入ってる時間だが・・・ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 20:06:26.31 ID:mCXgwrpTO<> 一番スレが加速したんじゃないかｗｗｗｗｗ <br>  <br> 今別れたお！ <br>  <br> 詳細をこれから書いていくお！ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:09:29.44 ID:1mLsYFyuO<> はやくしろｗｗｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:10:08.01 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/346" target="_blank">&gt;&gt;346</a> <br> 当然うｐもあるんだろうなｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:13:00.91 ID:EeOb6TTm0<> ああ、誰も混浴場所教えてあげないから入る前に・・ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:14:53.37 ID:1mLsYFyuO<> 明日も屋久杉アタックいっしょとかじゃ… <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 20:15:28.80 ID:mCXgwrpTO<> つ旦 <br>  <br> これでも飲んでもちついてくれ。 <br>  <br> まず、目星をつけていた宿が満席という驚愕の事実をしる。 <br> しょうがないから、近くの観光案内所にいく。小さいとこ。 <br> おばちゃんに今後のスケジュールを相談して、ついでに、野宿する場所も聞いておいたのだ。 <br> そこには、だいたい一時間くらいいたはず。 <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:16:12.39 ID:9OyDqOO0O<> 女｢ごめんね、急にご飯なんか誘って…｣ <br>  <br>  <br> ヒ｢いえいえ、俺はめっちゃ楽しかったですよ！｣ <br>  <br>  <br> 女｢本当？よかった、そーいえば今夜はどこに泊まるの？｣ <br>  <br> ヒ｢どこの民宿もいっぱいで、金融機関の前で野宿かな(笑)｣ <br>  <br>  <br> 女｢えっ！！いくら男の子でも野宿は危ないよ｣ <br>  <br>  <br> ヒ｢大丈夫ですよ、今まで何回も野宿しましたから｣ <br>  <br>  <br> 女｢危ないって｣ <br>  <br>  <br> ヒ｢大丈夫だって、お前しつこいぞ！｣ <br>  <br>  <br> 女｢だって………、私の将来の旦那様にもしもの事があったr……あっ、私ったら///｣ <br>  <br>  <br> ヒ｢…………結婚しよう｣ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:17:13.58 ID:ARnLjD9k0<> 串木野ってもう過ぎたの？ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 20:18:15.22 ID:mCXgwrpTO<> <a href="../test/read.cgi/news4vip/1219553315/352" target="_blank">&gt;&gt;352</a> <br> 天才ｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:18:18.97 ID:ijlNdzL10<> <a href="../test/read.cgi/news4vip/1219553315/353" target="_blank">&gt;&gt;353</a> <br> むかーしむかしのことじゃった <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 20:18:58.22 ID:mCXgwrpTO<> <a href="../test/read.cgi/news4vip/1219553315/352" target="_blank">&gt;&gt;352</a> <br> 昨日抜けちゃったよｗｗｗ <br> 天達と三人で <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:19:10.42 ID:a0sh6EpN0<> <a href="../test/read.cgi/news4vip/1219553315/353" target="_blank">&gt;&gt;353</a> <br> もうずいぶんと昔に <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:22:10.13 ID:C0EcOqU+O<> 屋久島在住でつ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 20:22:48.73 ID:mCXgwrpTO<> それで、着いたときにあったチャリダーとおばちゃんにもおすすめされたＡコープってとこに野宿することにしたんだ。 <br> 実は、鹿児島銀行とかなり悩んだｗｗｗｗ <br> 金融機関好きだからな。 <br>  <br> 野宿の話をおばちゃんとしてたら、そこに… <br>  <br> つづく <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 20:24:07.91 ID:mCXgwrpTO<> <a href="../test/read.cgi/news4vip/1219553315/358" target="_blank">&gt;&gt;358</a> <br> 干潮の時入れる温泉一緒に入らない？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:25:16.37 ID:ijlNdzL10<> あなたとｗｗｗわたしのｗｗｗAコープｗｗｗ <br> ヒグチAコープ知らないのか？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:25:46.94 ID:1mLsYFyuO<> はｗｗやｗｗくｗｗしｗｗろｗｗｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:25:52.23 ID:dYgU73Ql0<> (　ﾟ∀ﾟ)o彡°つづき！つづき！ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 20:27:15.06 ID:mCXgwrpTO<> <a href="../test/read.cgi/news4vip/1219553315/361" target="_blank">&gt;&gt;361</a> <br> しらねぇｗｗｗｗはじめて聞いたし、初めていったおｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:28:15.25 ID:tgGiXAe/0<> <a href="../test/read.cgi/news4vip/1219553315/359" target="_blank">&gt;&gt;359</a>だから金融機関前はポリスメンのお世話になる確率が高いだろｗ <br>  <br> Aコプナツカシスｗ <>
以下、名無しにかわりましてVIPがお送りします<>age<>2008/08/25(月) 20:29:33.15 ID:SuaJLQ8o0<> (　ﾟ∀ﾟ)o彡°つづき！つづき！ <br>  <br> ヒグチｨｲｨ　ひっぱるなよぉー <br> つづき知りたくて、PCクリックしっぱなしだぞっ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:29:48.20 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/364" target="_blank">&gt;&gt;364</a> <br> Aコープ知らんとは田舎もんだなｗｗｗ <br>  <br> それより続きだろｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:31:01.76 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/358" target="_blank">&gt;&gt;358</a> <br> Aコープで野宿らしいから行ってみれば？ｗ <>
以下、名無しにかわりましてVIPがお送りします<>焼肉王子@高負荷テス㌧中<>2008/08/25(月) 20:36:52.60 ID:nDk4XPp+0<> ⊂（＾肉＾）⊃ｾﾌｾﾌ!!  <br>  <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 20:37:58.17 ID:mCXgwrpTO<> 「ここの付近で、美味しい食べ物屋ないですか？」 <br> そう、それが彼女の第一声であった。 <br>  <br> ヒグチと観光案内人は野宿の話をきりあげ、おばちゃんは言う <br> 「そこにあるお店の刺身定食がボリューム満天で美味しいわよ、とびうおがふんだんに使われてるし。」 <br>  <br> 「お魚食べたかったんですよー。」彼女は、それだという表情でそういった。 <br>  <br> 「じゃあ、そこにいってみますねー」 <br>  <br> ついに、ヒグチは口を開いた。彼はこの度一番の美声で、「俺も一緒にいっていいっすか？」 <br>  <br> まだあどけなさがのこる彼女は驚いていた。 <br>  <br> ヒグチはさらに続けた <br> 「俺、野宿するんですけど、九時過ぎくらいにならないと店が閉まらないんですよ。Ａコープに泊まるつもりなんで。」 <br>  <br> 「そうかー。じゃあ、Ａコープ君も一緒に行こうか！」 <br>  <br> つづく <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:39:31.48 ID:tgGiXAe/0<> <a href="../test/read.cgi/news4vip/1219553315/370" target="_blank">&gt;&gt;370</a>ちょｗ <br> 頑張ってるw <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:40:23.24 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/370" target="_blank">&gt;&gt;370</a> <br> キャラじゃねーｗｗｗ <br>  <br> 氏ねｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:43:32.66 ID:ijlNdzL10<> http://imepita.jp/20080825/745581 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 20:44:04.84 ID:1mLsYFyuO<> wktkと怒りが交互に襲ってくるぜｗｗｗ <>
